date,state,count
2020-12-07,Chhattisgarh,1423.0
2020-12-08,Chhattisgarh,1467.0
2020-12-09,Chhattisgarh,1421.0
2020-12-10,Chhattisgarh,1518.0
2020-12-11,Chhattisgarh,1491.0
2020-12-12,Chhattisgarh,1632.0
2020-12-13,Chhattisgarh,1259.0
2020-12-14,Chhattisgarh,1615.0
2020-12-15,Chhattisgarh,1605.0
2020-12-16,Chhattisgarh,1661.0
2020-12-17,Chhattisgarh,1584.0
2020-12-18,Chhattisgarh,1413.0
2020-12-19,Chhattisgarh,1368.0
2020-12-20,Chhattisgarh,953.0
2020-12-21,Chhattisgarh,1258.0
2020-12-22,Chhattisgarh,1380.0
2020-12-23,Chhattisgarh,1337.0
2020-12-24,Chhattisgarh,1232.0
2020-12-25,Chhattisgarh,853.0
2020-12-26,Chhattisgarh,1045.0
2020-12-27,Chhattisgarh,825.0
2020-12-28,Chhattisgarh,1188.0
2020-12-29,Chhattisgarh,1134.0
2020-12-30,Chhattisgarh,1069.0
2020-12-31,Chhattisgarh,1035.0
2021-01-01,Chhattisgarh,932.0
2021-01-02,Chhattisgarh,1147.0
2021-01-03,Chhattisgarh,714.0
2021-01-04,Chhattisgarh,1147.0
2021-01-05,Chhattisgarh,1021.0
2021-01-06,Chhattisgarh,1050.0
2021-01-07,Chhattisgarh,1010.0
2021-01-08,Chhattisgarh,960.0
2021-01-09,Chhattisgarh,1014.0
2021-01-10,Chhattisgarh,661.0
2021-01-11,Chhattisgarh,853.0
2021-01-12,Chhattisgarh,729.0
2021-01-13,Chhattisgarh,671.0
2021-01-14,Chhattisgarh,607.0
2021-01-15,Chhattisgarh,521.0
2021-01-16,Chhattisgarh,566.0
2021-01-17,Chhattisgarh,323.0
2021-01-18,Chhattisgarh,471.0
2021-01-19,Chhattisgarh,383.0
2021-01-20,Chhattisgarh,594.0
2021-01-21,Chhattisgarh,560.0
2021-01-22,Chhattisgarh,440.0
2021-01-23,Chhattisgarh,377.0
2021-01-24,Chhattisgarh,298.0
2021-01-25,Chhattisgarh,484.0
2021-01-26,Chhattisgarh,321.0
2021-01-27,Chhattisgarh,439.0
2021-01-28,Chhattisgarh,6451.0
2021-01-29,Chhattisgarh,370.0
2021-01-30,Chhattisgarh,413.0
2021-01-31,Chhattisgarh,265.0
2021-02-01,Chhattisgarh,322.0
2021-02-02,Chhattisgarh,330.0
2021-02-03,Chhattisgarh,351.0
2021-02-04,Chhattisgarh,373.0
2021-02-05,Chhattisgarh,336.0
2021-02-06,Chhattisgarh,260.0
2021-02-07,Chhattisgarh,186.0
2021-02-08,Chhattisgarh,265.0
2021-02-09,Chhattisgarh,206.0
2021-02-10,Chhattisgarh,222.0
2021-02-11,Chhattisgarh,254.0
2021-02-12,Chhattisgarh,229.0
2021-02-13,Chhattisgarh,229.0
2021-02-14,Chhattisgarh,169.0
2021-02-15,Chhattisgarh,274.0
2021-02-16,Chhattisgarh,250.0
2021-02-17,Chhattisgarh,311.0
2021-02-18,Chhattisgarh,276.0
2021-02-19,Chhattisgarh,259.0
2021-02-20,Chhattisgarh,263.0
2021-02-21,Chhattisgarh,153.0
2021-02-22,Chhattisgarh,274.0
2021-02-23,Chhattisgarh,274.0
2021-02-24,Chhattisgarh,247.0
2021-02-25,Chhattisgarh,220.0
2021-02-26,Chhattisgarh,279.0
2021-02-27,Chhattisgarh,240.0
2021-02-28,Chhattisgarh,141.0
2021-03-01,Chhattisgarh,256.0
2021-03-02,Chhattisgarh,216.0
2021-03-03,Chhattisgarh,267.0
2021-03-04,Chhattisgarh,235.0
2021-03-05,Chhattisgarh,274.0
2021-03-06,Chhattisgarh,290.0
2021-03-07,Chhattisgarh,222.0
2021-03-08,Chhattisgarh,320.0
2021-03-09,Chhattisgarh,390.0
2021-03-10,Chhattisgarh,456.0
2021-03-11,Chhattisgarh,378.0
2021-03-12,Chhattisgarh,447.0
2021-03-13,Chhattisgarh,543.0
2021-03-14,Chhattisgarh,475.0
2021-03-15,Chhattisgarh,645.0
2021-03-16,Chhattisgarh,856.0
2021-03-17,Chhattisgarh,887.0
2021-03-18,Chhattisgarh,1066.0
2021-03-19,Chhattisgarh,1097.0
2021-03-20,Chhattisgarh,1273.0
2021-03-21,Chhattisgarh,1000.0
2021-03-22,Chhattisgarh,1525.0
2021-03-23,Chhattisgarh,1910.0
2021-03-24,Chhattisgarh,2106.0
2021-03-25,Chhattisgarh,2419.0
2021-03-26,Chhattisgarh,2665.0
2021-03-27,Chhattisgarh,3162.0
2021-03-28,Chhattisgarh,2153.0
2021-03-29,Chhattisgarh,1423.0
2021-03-30,Chhattisgarh,3108.0
2021-03-31,Chhattisgarh,4563.0
2021-04-01,Chhattisgarh,4617.0
2021-04-02,Chhattisgarh,4174.0
2021-04-03,Chhattisgarh,5818.0
2021-04-04,Chhattisgarh,5250.0
2021-04-05,Chhattisgarh,7302.0
2021-04-06,Chhattisgarh,9921.0
2021-04-07,Chhattisgarh,10310.0
2021-04-08,Chhattisgarh,10652.0
2021-04-09,Chhattisgarh,11447.0
2021-04-10,Chhattisgarh,14098.0
2021-04-11,Chhattisgarh,10521.0
2021-04-12,Chhattisgarh,13576.0
2021-04-13,Chhattisgarh,15121.0
2021-04-14,Chhattisgarh,14250.0
2021-04-15,Chhattisgarh,15256.0
2021-04-16,Chhattisgarh,14912.0
2021-04-17,Chhattisgarh,16083.0
2021-04-18,Chhattisgarh,12345.0
2021-04-19,Chhattisgarh,13834.0
2021-04-20,Chhattisgarh,15625.0
2021-04-21,Chhattisgarh,14519.0
2021-04-22,Chhattisgarh,16750.0
2021-04-23,Chhattisgarh,17397.0
2021-04-24,Chhattisgarh,16731.0
2021-04-25,Chhattisgarh,12666.0
2021-04-26,Chhattisgarh,15084.0
2021-04-27,Chhattisgarh,14893.0
2021-04-28,Chhattisgarh,15563.0
2021-04-29,Chhattisgarh,15804.0
2021-04-30,Chhattisgarh,14994.0
2021-05-01,Chhattisgarh,15902.0
2021-05-02,Chhattisgarh,11825.0
2021-05-03,Chhattisgarh,15274.0
2021-05-04,Chhattisgarh,15785.0
2021-05-05,Chhattisgarh,15157.0
2021-05-06,Chhattisgarh,13846.0
2021-05-07,Chhattisgarh,13628.0
2021-05-08,Chhattisgarh,12239.0
2021-05-09,Chhattisgarh,9120.0
2021-05-10,Chhattisgarh,11867.0
2021-05-11,Chhattisgarh,9717.0
2021-05-12,Chhattisgarh,10150.0
2021-05-13,Chhattisgarh,9121.0
2021-05-14,Chhattisgarh,7594.0
2021-05-15,Chhattisgarh,7664.0
2021-05-16,Chhattisgarh,4888.0
2021-05-17,Chhattisgarh,6577.0
2021-05-18,Chhattisgarh,6477.0
2021-05-19,Chhattisgarh,5680.0
2021-05-20,Chhattisgarh,5212.0
2021-05-21,Chhattisgarh,4943.0
2021-05-22,Chhattisgarh,4328.0
2021-05-23,Chhattisgarh,3306.0
2021-05-24,Chhattisgarh,4209.0
2021-05-25,Chhattisgarh,3506.0
2021-05-26,Chhattisgarh,2829.0
2021-05-27,Chhattisgarh,2824.0
2021-05-28,Chhattisgarh,2840.0
2021-05-29,Chhattisgarh,2437.0
2021-05-30,Chhattisgarh,1655.0
2021-05-31,Chhattisgarh,2163.0
2021-06-01,Chhattisgarh,1886.0
2021-06-02,Chhattisgarh,1792.0
2021-06-03,Chhattisgarh,1619.0
2021-06-04,Chhattisgarh,1460.0
2021-06-05,Chhattisgarh,1356.0
2021-06-06,Chhattisgarh,999.0
2021-06-07,Chhattisgarh,1285.0
2021-06-08,Chhattisgarh,1102.0
2021-06-09,Chhattisgarh,954.0
2021-06-10,Chhattisgarh,1034.0
2021-06-11,Chhattisgarh,741.0
2021-06-12,Chhattisgarh,813.0
2021-06-13,Chhattisgarh,459.0
2021-06-14,Chhattisgarh,600.0
2021-06-15,Chhattisgarh,609.0
2021-06-16,Chhattisgarh,573.0
2021-06-17,Chhattisgarh,590.0
2021-06-18,Chhattisgarh,509.0
2021-06-19,Chhattisgarh,479.0
2021-06-20,Chhattisgarh,352.0
2021-06-21,Chhattisgarh,496.0
2021-06-22,Chhattisgarh,482.0
2021-06-23,Chhattisgarh,421.0
2021-06-24,Chhattisgarh,317.0
2021-06-25,Chhattisgarh,293.0
2021-06-26,Chhattisgarh,361.0
2021-06-27,Chhattisgarh,244.0
2021-06-28,Chhattisgarh,405.0
2021-06-29,Chhattisgarh,383.0
2021-06-30,Chhattisgarh,403.0
2021-07-01,Chhattisgarh,410.0
2021-07-02,Chhattisgarh,305.0
2021-07-03,Chhattisgarh,294.0
2021-07-04,Chhattisgarh,229.0
2021-07-05,Chhattisgarh,319.0
2021-07-06,Chhattisgarh,322.0
2021-07-07,Chhattisgarh,330.0
2021-07-08,Chhattisgarh,346.0
2021-07-09,Chhattisgarh,391.0
2021-07-10,Chhattisgarh,359.0
2021-07-11,Chhattisgarh,188.0
2021-07-12,Chhattisgarh,297.0
2021-07-13,Chhattisgarh,295.0
2021-07-14,Chhattisgarh,252.0
2021-07-15,Chhattisgarh,333.0
2021-07-16,Chhattisgarh,312.0
2021-07-17,Chhattisgarh,226.0
2021-07-18,Chhattisgarh,165.0
2021-07-19,Chhattisgarh,316.0
2021-07-20,Chhattisgarh,189.0
2021-07-21,Chhattisgarh,188.0
2021-07-22,Chhattisgarh,217.0
2021-07-23,Chhattisgarh,118.0
2021-07-24,Chhattisgarh,156.0
2021-07-25,Chhattisgarh,130.0
2021-07-26,Chhattisgarh,192.0
2021-07-27,Chhattisgarh,128.0
2021-07-28,Chhattisgarh,164.0
2021-07-29,Chhattisgarh,130.0
2021-07-30,Chhattisgarh,125.0
2021-07-31,Chhattisgarh,102.0
2021-08-01,Chhattisgarh,214.0
2021-08-02,Chhattisgarh,236.0
2021-08-03,Chhattisgarh,142.0
2021-08-04,Chhattisgarh,135.0
2021-08-05,Chhattisgarh,114.0
2021-08-06,Chhattisgarh,109.0
2021-08-07,Chhattisgarh,120.0
2021-08-08,Chhattisgarh,76.0
2021-08-09,Chhattisgarh,90.0
2021-08-10,Chhattisgarh,112.0
2021-08-11,Chhattisgarh,83.0
2021-08-12,Chhattisgarh,98.0
2021-08-13,Chhattisgarh,77.0
2021-08-14,Chhattisgarh,83.0
2021-08-15,Chhattisgarh,49.0
2021-08-16,Chhattisgarh,68.0
2021-08-17,Chhattisgarh,56.0
2021-08-18,Chhattisgarh,64.0
2021-08-19,Chhattisgarh,61.0
2021-08-20,Chhattisgarh,48.0
2021-08-21,Chhattisgarh,74.0
2021-08-22,Chhattisgarh,27.0
2021-08-23,Chhattisgarh,39.0
2021-08-24,Chhattisgarh,47.0
2021-08-25,Chhattisgarh,52.0
2021-08-26,Chhattisgarh,47.0
2021-08-27,Chhattisgarh,31.0
2021-08-28,Chhattisgarh,19.0
2021-08-29,Chhattisgarh,19.0
2021-08-30,Chhattisgarh,22.0
2021-08-31,Chhattisgarh,31.0
2021-09-01,Chhattisgarh,31.0
2021-09-02,Chhattisgarh,46.0
2021-09-03,Chhattisgarh,37.0
2021-09-04,Chhattisgarh,46.0
2021-09-05,Chhattisgarh,24.0
2021-09-06,Chhattisgarh,33.0
2021-09-07,Chhattisgarh,56.0
2021-09-08,Chhattisgarh,48.0
2021-09-09,Chhattisgarh,25.0
2021-09-10,Chhattisgarh,23.0
2021-09-11,Chhattisgarh,24.0
2021-09-12,Chhattisgarh,20.0
2021-09-13,Chhattisgarh,38.0
2021-09-14,Chhattisgarh,35.0
2021-09-15,Chhattisgarh,20.0
2021-09-16,Chhattisgarh,31.0
2021-09-17,Chhattisgarh,26.0
2021-09-18,Chhattisgarh,28.0
2021-09-19,Chhattisgarh,14.0
2021-09-20,Chhattisgarh,38.0
2021-09-21,Chhattisgarh,26.0
2021-09-22,Chhattisgarh,26.0
2021-09-23,Chhattisgarh,30.0
2021-09-24,Chhattisgarh,26.0
2021-09-25,Chhattisgarh,27.0
2021-09-26,Chhattisgarh,13.0
2021-09-27,Chhattisgarh,27.0
2021-09-28,Chhattisgarh,26.0
2021-09-29,Chhattisgarh,30.0
2021-09-30,Chhattisgarh,32.0
2021-10-01,Chhattisgarh,22.0
2021-10-02,Chhattisgarh,8.0
2021-10-03,Chhattisgarh,15.0
2021-10-04,Chhattisgarh,10.0
2021-10-05,Chhattisgarh,13.0
2021-10-06,Chhattisgarh,15.0
2021-10-07,Chhattisgarh,24.0
2021-10-08,Chhattisgarh,21.0
2021-10-09,Chhattisgarh,26.0
2021-10-10,Chhattisgarh,19.0
2021-10-11,Chhattisgarh,24.0
2021-10-12,Chhattisgarh,16.0
2021-10-13,Chhattisgarh,28.0
2021-10-14,Chhattisgarh,16.0
2021-10-15,Chhattisgarh,10.0
2021-10-16,Chhattisgarh,14.0
2021-10-17,Chhattisgarh,16.0
2021-10-18,Chhattisgarh,27.0
2021-10-19,Chhattisgarh,20.0
2021-10-20,Chhattisgarh,34.0
2021-10-21,Chhattisgarh,38.0
2021-10-22,Chhattisgarh,26.0
2021-10-23,Chhattisgarh,28.0
2021-10-24,Chhattisgarh,20.0
2021-10-25,Chhattisgarh,25.0
2021-10-26,Chhattisgarh,26.0
2021-10-27,Chhattisgarh,28.0
2021-10-28,Chhattisgarh,31.0
2021-10-29,Chhattisgarh,28.0
2021-10-30,Chhattisgarh,35.0
2021-10-31,Chhattisgarh,32.0
2020-04-09,Dadra and Nagar Haveli and Daman and Diu,0.0
2020-04-10,Dadra and Nagar Haveli and Daman and Diu,0.0
2020-04-11,Dadra and Nagar Haveli and Daman and Diu,0.0
2020-04-12,Dadra and Nagar Haveli and Daman and Diu,0.0
2020-04-13,Dadra and Nagar Haveli and Daman and Diu,0.0
2020-04-14,Dadra and Nagar Haveli and Daman and Diu,0.0
2020-04-15,Dadra and Nagar Haveli and Daman and Diu,0.0
2020-04-16,Dadra and Nagar Haveli and Daman and Diu,0.0
2020-04-17,Dadra and Nagar Haveli and Daman and Diu,0.0
2020-04-18,Dadra and Nagar Haveli and Daman and Diu,0.0
2020-04-19,Dadra and Nagar Haveli and Daman and Diu,0.0
2020-04-20,Dadra and Nagar Haveli and Daman and Diu,0.0
2020-04-21,Dadra and Nagar Haveli and Daman and Diu,0.0
2020-04-22,Dadra and Nagar Haveli and Daman and Diu,0.0
2020-04-23,Dadra and Nagar Haveli and Daman and Diu,0.0
2020-04-24,Dadra and Nagar Haveli and Daman and Diu,0.0
2020-04-25,Dadra and Nagar Haveli and Daman and Diu,0.0
2020-04-26,Dadra and Nagar Haveli and Daman and Diu,0.0
2020-04-27,Dadra and Nagar Haveli and Daman and Diu,0.0
2020-04-28,Dadra and Nagar Haveli and Daman and Diu,0.0
2020-04-29,Dadra and Nagar Haveli and Daman and Diu,0.0
2020-04-30,Dadra and Nagar Haveli and Daman and Diu,0.0
2020-05-01,Dadra and Nagar Haveli and Daman and Diu,0.0
2020-05-02,Dadra and Nagar Haveli and Daman and Diu,0.0
2020-05-03,Dadra and Nagar Haveli and Daman and Diu,0.0
2020-05-04,Dadra and Nagar Haveli and Daman and Diu,0.0
2020-05-05,Dadra and Nagar Haveli and Daman and Diu,1.0
2020-05-06,Dadra and Nagar Haveli and Daman and Diu,0.0
2020-05-07,Dadra and Nagar Haveli and Daman and Diu,0.0
2020-05-08,Dadra and Nagar Haveli and Daman and Diu,0.0
2020-05-09,Dadra and Nagar Haveli and Daman and Diu,0.0
2020-05-10,Dadra and Nagar Haveli and Daman and Diu,0.0
2020-05-11,Dadra and Nagar Haveli and Daman and Diu,0.0
2020-05-12,Dadra and Nagar Haveli and Daman and Diu,0.0
2020-05-13,Dadra and Nagar Haveli and Daman and Diu,0.0
2020-05-14,Dadra and Nagar Haveli and Daman and Diu,0.0
2020-05-15,Dadra and Nagar Haveli and Daman and Diu,0.0
2020-05-16,Dadra and Nagar Haveli and Daman and Diu,0.0
2020-05-17,Dadra and Nagar Haveli and Daman and Diu,0.0
2020-05-18,Dadra and Nagar Haveli and Daman and Diu,0.0
2020-05-19,Dadra and Nagar Haveli and Daman and Diu,0.0
2020-05-20,Dadra and Nagar Haveli and Daman and Diu,0.0
2020-05-21,Dadra and Nagar Haveli and Daman and Diu,0.0
2020-05-22,Dadra and Nagar Haveli and Daman and Diu,0.0
2020-05-23,Dadra and Nagar Haveli and Daman and Diu,1.0
2020-05-24,Dadra and Nagar Haveli and Daman and Diu,0.0
2020-05-25,Dadra and Nagar Haveli and Daman and Diu,0.0
2020-05-26,Dadra and Nagar Haveli and Daman and Diu,0.0
2020-05-27,Dadra and Nagar Haveli and Daman and Diu,0.0
2020-05-28,Dadra and Nagar Haveli and Daman and Diu,0.0
2020-05-29,Dadra and Nagar Haveli and Daman and Diu,0.0
2020-05-30,Dadra and Nagar Haveli and Daman and Diu,0.0
2020-05-31,Dadra and Nagar Haveli and Daman and Diu,0.0
2020-06-01,Dadra and Nagar Haveli and Daman and Diu,1.0
2020-06-02,Dadra and Nagar Haveli and Daman and Diu,0.0
2020-06-03,Dadra and Nagar Haveli and Daman and Diu,8.0
2020-06-04,Dadra and Nagar Haveli and Daman and Diu,3.0
2020-06-05,Dadra and Nagar Haveli and Daman and Diu,0.0
2020-06-06,Dadra and Nagar Haveli and Daman and Diu,5.0
2020-06-07,Dadra and Nagar Haveli and Daman and Diu,1.0
2020-06-08,Dadra and Nagar Haveli and Daman and Diu,2.0
2020-06-09,Dadra and Nagar Haveli and Daman and Diu,2.0
2020-06-10,Dadra and Nagar Haveli and Daman and Diu,5.0
2020-06-11,Dadra and Nagar Haveli and Daman and Diu,1.0
2020-06-12,Dadra and Nagar Haveli and Daman and Diu,0.0
2020-06-13,Dadra and Nagar Haveli and Daman and Diu,5.0
2020-06-14,Dadra and Nagar Haveli and Daman and Diu,3.0
2020-06-15,Dadra and Nagar Haveli and Daman and Diu,0.0
2020-06-16,Dadra and Nagar Haveli and Daman and Diu,14.0
2020-06-17,Dadra and Nagar Haveli and Daman and Diu,5.0
2020-06-18,Dadra and Nagar Haveli and Daman and Diu,4.0
2020-06-19,Dadra and Nagar Haveli and Daman and Diu,14.0
2020-06-20,Dadra and Nagar Haveli and Daman and Diu,17.0
2020-06-21,Dadra and Nagar Haveli and Daman and Diu,5.0
2020-06-22,Dadra and Nagar Haveli and Daman and Diu,15.0
2020-06-23,Dadra and Nagar Haveli and Daman and Diu,9.0
2020-06-24,Dadra and Nagar Haveli and Daman and Diu,13.0
2020-06-25,Dadra and Nagar Haveli and Daman and Diu,20.0
2020-06-26,Dadra and Nagar Haveli and Daman and Diu,15.0
2020-06-27,Dadra and Nagar Haveli and Daman and Diu,15.0
2020-06-28,Dadra and Nagar Haveli and Daman and Diu,4.0
2020-06-29,Dadra and Nagar Haveli and Daman and Diu,15.0
2020-06-30,Dadra and Nagar Haveli and Daman and Diu,10.0
2020-07-01,Dadra and Nagar Haveli and Daman and Diu,16.0
2020-07-02,Dadra and Nagar Haveli and Daman and Diu,25.0
2020-07-03,Dadra and Nagar Haveli and Daman and Diu,50.0
2020-07-04,Dadra and Nagar Haveli and Daman and Diu,37.0
2020-07-05,Dadra and Nagar Haveli and Daman and Diu,32.0
2020-07-06,Dadra and Nagar Haveli and Daman and Diu,27.0
2020-07-07,Dadra and Nagar Haveli and Daman and Diu,27.0
2020-07-08,Dadra and Nagar Haveli and Daman and Diu,15.0
2020-07-09,Dadra and Nagar Haveli and Daman and Diu,14.0
2020-07-10,Dadra and Nagar Haveli and Daman and Diu,14.0
2020-07-11,Dadra and Nagar Haveli and Daman and Diu,14.0
2020-07-12,Dadra and Nagar Haveli and Daman and Diu,16.0
2020-07-13,Dadra and Nagar Haveli and Daman and Diu,25.0
2020-07-14,Dadra and Nagar Haveli and Daman and Diu,16.0
2020-07-15,Dadra and Nagar Haveli and Daman and Diu,17.0
2020-07-16,Dadra and Nagar Haveli and Daman and Diu,18.0
2020-07-17,Dadra and Nagar Haveli and Daman and Diu,32.0
2020-07-18,Dadra and Nagar Haveli and Daman and Diu,45.0
2020-07-19,Dadra and Nagar Haveli and Daman and Diu,37.0
2020-07-20,Dadra and Nagar Haveli and Daman and Diu,21.0
2020-07-21,Dadra and Nagar Haveli and Daman and Diu,28.0
2020-07-22,Dadra and Nagar Haveli and Daman and Diu,36.0
2020-07-23,Dadra and Nagar Haveli and Daman and Diu,45.0
2020-07-24,Dadra and Nagar Haveli and Daman and Diu,44.0
2020-07-25,Dadra and Nagar Haveli and Daman and Diu,37.0
2020-07-26,Dadra and Nagar Haveli and Daman and Diu,49.0
2020-07-27,Dadra and Nagar Haveli and Daman and Diu,36.0
2020-07-28,Dadra and Nagar Haveli and Daman and Diu,44.0
2020-07-29,Dadra and Nagar Haveli and Daman and Diu,38.0
2020-07-30,Dadra and Nagar Haveli and Daman and Diu,35.0
2020-07-31,Dadra and Nagar Haveli and Daman and Diu,46.0
2020-08-01,Dadra and Nagar Haveli and Daman and Diu,45.0
2020-08-02,Dadra and Nagar Haveli and Daman and Diu,55.0
2020-08-03,Dadra and Nagar Haveli and Daman and Diu,35.0
2020-08-04,Dadra and Nagar Haveli and Daman and Diu,43.0
2020-08-05,Dadra and Nagar Haveli and Daman and Diu,45.0
2020-08-06,Dadra and Nagar Haveli and Daman and Diu,43.0
2020-08-07,Dadra and Nagar Haveli and Daman and Diu,44.0
2020-08-08,Dadra and Nagar Haveli and Daman and Diu,51.0
2020-08-09,Dadra and Nagar Haveli and Daman and Diu,45.0
2020-08-10,Dadra and Nagar Haveli and Daman and Diu,62.0
2020-08-11,Dadra and Nagar Haveli and Daman and Diu,39.0
2020-08-12,Dadra and Nagar Haveli and Daman and Diu,39.0
2020-08-13,Dadra and Nagar Haveli and Daman and Diu,46.0
2020-08-14,Dadra and Nagar Haveli and Daman and Diu,41.0
2020-08-15,Dadra and Nagar Haveli and Daman and Diu,64.0
2020-08-16,Dadra and Nagar Haveli and Daman and Diu,35.0
2020-08-17,Dadra and Nagar Haveli and Daman and Diu,27.0
2020-08-18,Dadra and Nagar Haveli and Daman and Diu,51.0
2020-08-19,Dadra and Nagar Haveli and Daman and Diu,37.0
2020-08-20,Dadra and Nagar Haveli and Daman and Diu,34.0
2020-08-21,Dadra and Nagar Haveli and Daman and Diu,53.0
2020-08-22,Dadra and Nagar Haveli and Daman and Diu,40.0
2020-08-23,Dadra and Nagar Haveli and Daman and Diu,36.0
2020-08-24,Dadra and Nagar Haveli and Daman and Diu,18.0
2020-08-25,Dadra and Nagar Haveli and Daman and Diu,21.0
2020-08-26,Dadra and Nagar Haveli and Daman and Diu,22.0
2020-08-27,Dadra and Nagar Haveli and Daman and Diu,42.0
2020-08-28,Dadra and Nagar Haveli and Daman and Diu,31.0
2020-08-29,Dadra and Nagar Haveli and Daman and Diu,15.0
2020-08-30,Dadra and Nagar Haveli and Daman and Diu,32.0
2020-08-31,Dadra and Nagar Haveli and Daman and Diu,27.0
2020-09-01,Dadra and Nagar Haveli and Daman and Diu,19.0
2020-09-02,Dadra and Nagar Haveli and Daman and Diu,49.0
2020-09-03,Dadra and Nagar Haveli and Daman and Diu,32.0
2020-09-04,Dadra and Nagar Haveli and Daman and Diu,43.0
2020-09-05,Dadra and Nagar Haveli and Daman and Diu,27.0
2020-09-06,Dadra and Nagar Haveli and Daman and Diu,38.0
2020-09-07,Dadra and Nagar Haveli and Daman and Diu,15.0
2020-09-08,Dadra and Nagar Haveli and Daman and Diu,27.0
2020-09-09,Dadra and Nagar Haveli and Daman and Diu,26.0
2020-09-10,Dadra and Nagar Haveli and Daman and Diu,28.0
2020-09-11,Dadra and Nagar Haveli and Daman and Diu,25.0
2020-09-12,Dadra and Nagar Haveli and Daman and Diu,29.0
2020-09-13,Dadra and Nagar Haveli and Daman and Diu,20.0
2020-09-14,Dadra and Nagar Haveli and Daman and Diu,20.0
2020-09-15,Dadra and Nagar Haveli and Daman and Diu,18.0
2020-09-16,Dadra and Nagar Haveli and Daman and Diu,27.0
2020-09-17,Dadra and Nagar Haveli and Daman and Diu,21.0
2020-09-18,Dadra and Nagar Haveli and Daman and Diu,28.0
2020-09-19,Dadra and Nagar Haveli and Daman and Diu,28.0
2020-09-20,Dadra and Nagar Haveli and Daman and Diu,37.0
2020-09-21,Dadra and Nagar Haveli and Daman and Diu,9.0
2020-09-22,Dadra and Nagar Haveli and Daman and Diu,11.0
2020-09-23,Dadra and Nagar Haveli and Daman and Diu,18.0
2020-09-24,Dadra and Nagar Haveli and Daman and Diu,15.0
2020-09-25,Dadra and Nagar Haveli and Daman and Diu,12.0
2020-09-26,Dadra and Nagar Haveli and Daman and Diu,7.0
2020-09-27,Dadra and Nagar Haveli and Daman and Diu,6.0
2020-09-28,Dadra and Nagar Haveli and Daman and Diu,10.0
2020-09-29,Dadra and Nagar Haveli and Daman and Diu,20.0
2020-09-30,Dadra and Nagar Haveli and Daman and Diu,8.0
2020-10-01,Dadra and Nagar Haveli and Daman and Diu,14.0
2020-10-02,Dadra and Nagar Haveli and Daman and Diu,9.0
2020-10-03,Dadra and Nagar Haveli and Daman and Diu,7.0
2020-10-04,Dadra and Nagar Haveli and Daman and Diu,17.0
2020-10-05,Dadra and Nagar Haveli and Daman and Diu,5.0
2020-10-06,Dadra and Nagar Haveli and Daman and Diu,11.0
2020-10-07,Dadra and Nagar Haveli and Daman and Diu,17.0
2020-10-08,Dadra and Nagar Haveli and Daman and Diu,12.0
2020-10-09,Dadra and Nagar Haveli and Daman and Diu,8.0
2020-10-10,Dadra and Nagar Haveli and Daman and Diu,12.0
2020-10-11,Dadra and Nagar Haveli and Daman and Diu,11.0
2020-10-12,Dadra and Nagar Haveli and Daman and Diu,5.0
2020-10-13,Dadra and Nagar Haveli and Daman and Diu,0.0
2020-10-14,Dadra and Nagar Haveli and Daman and Diu,3.0
2020-10-15,Dadra and Nagar Haveli and Daman and Diu,1.0
2020-10-16,Dadra and Nagar Haveli and Daman and Diu,5.0
2020-10-17,Dadra and Nagar Haveli and Daman and Diu,3.0
2020-10-18,Dadra and Nagar Haveli and Daman and Diu,3.0
2020-10-19,Dadra and Nagar Haveli and Daman and Diu,2.0
2020-10-20,Dadra and Nagar Haveli and Daman and Diu,9.0
2020-10-21,Dadra and Nagar Haveli and Daman and Diu,13.0
2020-10-22,Dadra and Nagar Haveli and Daman and Diu,6.0
2020-10-23,Dadra and Nagar Haveli and Daman and Diu,6.0
2020-10-24,Dadra and Nagar Haveli and Daman and Diu,4.0
2020-10-25,Dadra and Nagar Haveli and Daman and Diu,3.0
2020-10-26,Dadra and Nagar Haveli and Daman and Diu,0.0
2020-10-27,Dadra and Nagar Haveli and Daman and Diu,3.0
2020-10-28,Dadra and Nagar Haveli and Daman and Diu,6.0
2020-10-29,Dadra and Nagar Haveli and Daman and Diu,6.0
2020-10-30,Dadra and Nagar Haveli and Daman and Diu,5.0
2020-10-31,Dadra and Nagar Haveli and Daman and Diu,3.0
2020-11-01,Dadra and Nagar Haveli and Daman and Diu,2.0
2020-11-02,Dadra and Nagar Haveli and Daman and Diu,4.0
2020-11-03,Dadra and Nagar Haveli and Daman and Diu,0.0
2020-11-04,Dadra and Nagar Haveli and Daman and Diu,4.0
2020-11-05,Dadra and Nagar Haveli and Daman and Diu,4.0
2020-11-06,Dadra and Nagar Haveli and Daman and Diu,5.0
2020-11-07,Dadra and Nagar Haveli and Daman and Diu,1.0
2020-11-08,Dadra and Nagar Haveli and Daman and Diu,0.0
2020-11-09,Dadra and Nagar Haveli and Daman and Diu,0.0
2020-11-10,Dadra and Nagar Haveli and Daman and Diu,1.0
2020-11-11,Dadra and Nagar Haveli and Daman and Diu,0.0
2020-11-12,Dadra and Nagar Haveli and Daman and Diu,3.0
2020-11-13,Dadra and Nagar Haveli and Daman and Diu,3.0
2020-11-14,Dadra and Nagar Haveli and Daman and Diu,4.0
2020-11-15,Dadra and Nagar Haveli and Daman and Diu,6.0
